filename text
C0088.wav 电视遥控器电池没电，换新的。
C0089.wav 豆浆机打出的豆渣别浪费。
C0090.wav 煎饼果子加两个蛋更香。
C0091.wav 凉拌黄瓜撒芝麻更提味。
C0092.wav 微波炉热饭要盖保鲜膜。
C0093.wav 炖牛肉时放点陈皮去腥。
C0094.wav 奶茶三分糖，珍珠煮软些。
C0095.wav 蒸鱼豉油淋太多会咸。
C0096.wav 烤箱烤红薯流糖汁烫手。
C0097.wav 煮玉米别撕光叶子，更甜。
C0098.wav 外卖送错餐，打电话退单。
C0099.wav 碎纸机卡住，关电源再清理。
C0100.wav 会议室投影仪接口不匹配。
C0101.wav 同事借订书机忘记还回来。
C0102.wav 文件柜钥匙丢，找行政帮忙。
C0103.wav 客户催合同，快递加急寄出。
C0104.wav 饮水机没水，换新桶装水。
C0105.wav 电脑屏保设置成风景照片。
C0106.wav 午休时戴耳塞挡键盘声。
C0107.wav 报销单贴发票别超出边框。
C0108.wav 下班前备份硬盘重要资料。
C0109.wav 共享单车车座调太高，够不着。
C0110.wav 地铁安检包里有水要喝一口。
C0111.wav 高速服务区加油站排长队。
C0112.wav 火车靠窗座位风景更好。
C0113.wav 骑电动车忘戴头盔被罚款。
C0114.wav 导航导到死胡同，重新规划。
C0115.wav 公交车急刹车，差点摔倒。
C0116.wav 轮胎扎钉子，找修车铺补胎。
C0117.wav 飞机延误，候机厅发餐券。
C0118.wav 摩托车后视镜角度要调准。
C0119.wav 买牙膏送小样旅行装。
C0120.wav 货架标签价格和扫码不一致。
C0121.wav 试鞋踩脏地板，店员皱眉。
C0122.wav 网购衣服色差大，失望要退货。
C0123.wav 超市塑料袋收费，自带环保袋。
C0124.wav 买活鱼让摊主宰杀干净。
C0125.wav 收银台忘买盐，折回去拿。
C0126.wav 化妆品试用装挤不出来。
C0127.wav 鞋码偏小，换大一号试试。
C0128.wav 买盆栽送肥料，挺划算。
C0129.wav 沙尘暴来袭，关紧门窗。
C0130.wav 回南天墙壁冒水珠，拖地难干。
C0131.wav 霜冻路滑，走路小心台阶。
C0132.wav 台风天树枝砸中停车棚。
C0133.wav 朝霞红透半边天，预示晴天。
C0134.wav 干冷风吹脸，涂润肤霜防护。
C0135.wav 闪电劈断远处高压线。
C0136.wav 梅雨季衣服晾不干，用烘干机。
C0137.wav 冰挂屋檐，阳光下闪闪亮。
C0138.wav 秋高气爽，爬山最舒服。
C0139.wav 落枕脖子僵，热敷能缓解。
C0140.wav 测血糖扎手指，疼但很快。
C0141.wav 中药渣别倒马桶，会堵塞。
C0142.wav 隐形眼镜戴反，磨眼睛。
C0143.wav 打疫苗后胳膊酸胀两天。
C0144.wav 蚊虫叮咬涂肥皂水止痒。
C0145.wav 体检抽血别忘压棉签。
C0146.wav 瑜伽拉伸时扭伤腰，暂停练习。
C0147.wav 假牙浸泡盒忘记换水，会发臭。
C0148.wav 护膝跑步时防膝盖磨损。
C0149.wav 橡皮擦碎屑粘满练习本。
C0150.wav 物理公式写错单位，会扣分。
C0151.wav 毛笔字宣纸渗墨，换厚点的。
C0152.wav 实验室白大褂沾到硫酸烧破洞。
C0153.wav 地理作业填错省份简称。
C0154.wav 圆规针尖扎穿草稿纸。
C0155.wav 书包带断裂，用别针固定。
C0156.wav 上课传纸条被老师没收。
C0157.wav 显微镜调焦看不清细胞。
C0158.wav 体育课跑八百米腿抽筋。
C0159.wav 钥匙断在锁孔里，找开锁匠。
C0160.wav 盆栽招小飞虫，喷辣椒水驱虫。
C0161.wav 洗衣机排水管脱落，地板淹水。
C0162.wav 相框玻璃裂了，小心划手。
C0163.wav 猫抓破沙发，买抓板替代。
C0164.wav 灯泡忽明忽暗，可能电压不稳。
C0165.wav 垃圾桶被野猫翻得乱七八糟。
C0166.wav 快递单信息模糊，联系客服。
C0167.wav 指甲剪崩飞，找半天没找到。
C0168.wav 旧书报捆扎太紧，绳子勒手。
C0169.wav 风筝线缠树梢，拽不下来。
C0170.wav 野餐垫沾满草屑，抖不干净。
C0171.wav 钓鱼饵料被偷吃，空钩上岸。
C0172.wav 露营帐篷地钉没砸牢，半夜塌了。
C0173.wav 羽毛球挂树枝，用球拍够。
C0174.wav 拼图缺角，厂家补寄。
C0175.wav 相机镜头盖掉进草丛。
C0176.wav 游泳眼镜起雾，涂点洗发水。
C0177.wav 登山杖戳到石头，手柄裂开。
C0178.wav 烧烤炭火点不着，用酒精块。
C0495.wav 葛粉是从葛根块茎中提取的
C0496.wav 不宜多吃各类香肠制品
C0497.wav 切忌酒后驾驶汽车，保障出行平安
C0498.wav 大展鸿途，好运常伴身旁。
C0499.wav 大鹏展翅，翱翔万里
C0500.wav 桂花香浓，弥漫在这条小巷
C0501.wav 出行的计划大纲要赶紧敲定，别到时候手忙脚乱
C0502.wav 健身锻炼后感觉浑身肌肉酸胀，不过很有成就感。
C0503.wav 洞穴的入口有点窄
C0504.wav 在哔哩哔哩动漫网站上看了个有趣的视频
C0505.wav 薛老师今天穿得特别精神，一进教室大家都眼前一亮。
C0506.wav 吃饭吃太撑会加重胃的负担
C0507.wav 这道菜太辣，辣得我舌头都快麻了，水都止不住。
C0508.wav 把皮剥掉再吃橘子。
C0509.wav 拾到物品要及时交到失物招领处
C0510.wav 坐火车禁止携带易燃易爆物品
C0511.wav 去烈士陵园扫墓，看到不少人怀着敬意缅怀先人
C0512.wav 哼，这事没那么简单就能成
C0513.wav 上课铃声一响，同学们都迅速从操场跑回教室准备上课。
C0514.wav 饲养猫狗要每日按时去添食
C0515.wav 走了这么久，口好渴，真想来杯冰的饮料解解渴。
C0516.wav 他去集市买了些萝卜青菜
C0517.wav 备用蓄电池定期充电，以备不时之需
C0518.wav 喂，听得到吗，不要一次性喂太多猫粮
C0519.wav 你怎么这么傻，这么明显的事都没看出来。
C0520.wav 我太羡慕闺蜜了，她总能买到超好看又实惠的衣服。
C0521.wav 这水真浑浊，没法用
C0522.wav 这人太奸诈，总想着算计别人
C0523.wav 圣诞节快到了，欢乐的氛围越来越浓
C0524.wav 他在那里打太极，犹如乾坤运转，气势非凡
C0525.wav 抓贼的时候，发现他逃窜的速度极快
C0526.wav 湖边有座精致的亭子供人休憩
C0527.wav 夕阳下，在静谧的小道上牵手漫步
C0528.wav 这件事可不能听爹的主意
C0529.wav 这次帮朋友大忙，他非得好好酬谢我，真不晓得如何拒绝。
C0530.wav 它们产下卵，要孵化整个冬天。
C0531.wav 职员应该始终坚守底线，禁止向别人泄露公司的机密
C0532.wav 挨近窗户能看到外面风景
C0533.wav 寺庙中的和尚僧人诵经，声音传到墙外
C0534.wav 喝杯蜂蜜水，润肺又养颜
C0535.wav 他坐在窗前轻轻吟唱那首熟悉的老歌，沉浸在回忆之中。
C0536.wav 猩红色外套在橱窗很显眼
C0537.wav 通知说，要检验遂道施工和安全运营的安全性。
C0538.wav 申请被驳回，心里有些不太舒服
C0539.wav 生活充裕，日子安稳
C0540.wav 这孩子太顽皮了，爬上爬下的，一刻都不消停。
C0541.wav 摘朵花放瓶里装点生活
C0542.wav 与卿漫步，共赏那月色如水
C0543.wav 有牛群羊群往这边来了，此地不宜久留，赶紧避开那群牲畜。
C0544.wav 细嚼慢咽有助于食物的更好消化
C0545.wav 确保勾选正确的选项
C0546.wav 这次去新疆旅游，那里的美景让我大开眼界
C0547.wav 背着行囊，踏上远方追寻梦想的道路
C0548.wav 山冈上有片盛开的花丛
C0549.wav 面带羞涩地低头，不敢直视对方
C0550.wav 狠狠瞪了一眼，气氛略显紧张
C0551.wav 这人做事真够吊儿郎当的
C0552.wav 贾老板的商品蛮实惠的
C0553.wav 海滩上浪涛一波波涌来
C0554.wav 鹿在山林间自在穿梭
C0555.wav 战场上，虽然敌人顽强抵抗，但还是被我方抓了不少俘虏
C0556.wav 茶叶放在锡罐中保存
C0557.wav 把那盆枯萎的花埋葬在了院子角落的树下
C0558.wav 铭记点滴过往，憧憬美好未来
C0559.wav 她终于等到良辰吉日出嫁
C0560.wav 潘家园淘到个稀罕的物件
C0561.wav 天赐良机莫错过
C0562.wav 快递拆开后商品有问题可以退货
C0563.wav 面对困难别气馁，相互勉励加油干
C0564.wav 这是啥东西，看着挺新奇
C0565.wav 再抹点护肤品在脸上
C0566.wav 取快递时顺便取了个纸筒
C0179.wav 拔河比赛大家要加油使劲，绝不能当逃兵
C0180.wav 积极向党组织靠拢，努力进取
C0181.wav 政府要时刻把老百姓的事放在心上
C0182.wav 掌握这项技巧能轻松应对很多情况
C0183.wav 早上九点在老地方碰头会合
C0184.wav 这家企业福利待遇还挺不错的，员工都很努力工作，盼着能多拿奖金。
C0185.wav 尽快去把任务传达给各个委员
C0186.wav 遭遇强大的敌手，要制定策略应对
C0187.wav 施援手帮困境中的人解决难题
C0188.wav 母亲节当天，妈妈收到我亲手做的礼物
C0189.wav 生活中的困难要依靠自己的努力克服
C0190.wav 全力进攻，争取这场比赛的胜利
C0191.wav 兰花摆在家里，瞬间让屋子增添几分雅致
C0192.wav 不断学习新知识能有效提升素质，让自己更优秀
C0193.wav 这地方的卫生状况不太好
C0194.wav 吃了碗武汉热干面，真得劲
C0195.wav 广州塔灯光璀璨夜景迷人
C0196.wav 齐心协力把这件事处理好
C0197.wav 逛街见到刘老师，相谈甚欢
C0198.wav 皇宫的建筑真是气势恢宏
C0199.wav 他执着于每晚跑步锻炼，风雨无阻
C0200.wav 坚持锻炼，增强自身抵抗力
C0201.wav 酒后别犯糊涂做出冲动事
C0202.wav 购物注意查看商品含不含税
C0203.wav 向左转，下一个路口就到了
C0204.wav 中央政策推动地方经济稳步发展
C0205.wav 这个方案值得好好评估
C0206.wav 这本书我买的精装版，里面的故事特别精彩
C0207.wav 我们互帮互助，共同进步
C0208.wav 那边有欧式风格的小店，去逛逛
C0209.wav 开启监控查看周边情况，确保安全
C0210.wav 草原是牛羊的活动区域
C0211.wav 这艘舰船航行在辽阔的海面
C0212.wav 海边漫步赏那片美丽的海湾
C0213.wav 编个故事讲给大家听
C0214.wav 那个善良的姑娘总是带着温暖笑容
C0215.wav 天气不错，亦适合出门走走
C0216.wav 感恩生活里的点滴美好
C0217.wav 掌心出汗，紧张情绪难以隐藏
C0218.wav 马上开席，这边菜已经准备好
C0219.wav 做事多考虑，才能少出错
C0220.wav 果园的桃子品质都不错，个头均匀
C0221.wav 炮轰目标区域，实施精准打击
C0222.wav 记得查看一下附件的内容
C0223.wav 予人玫瑰，手留余香
C0224.wav 去香港买些新鲜海产回来
C0225.wav 这场比赛恐怕要输
C0226.wav 准备下个月去办一场婚礼
C0227.wav 他说的话可谓是条理清晰逻辑强
C0228.wav 按时完成任务，莫要让人督促
C0229.wav 这种食物可别碰，有毒。
C0230.wav 坚持锻炼加上合理饮食，能辅助治疗让身体更健康
C0231.wav 屋里烟味浓，开窗散散味
C0232.wav 老师在课堂上耐心授课，同学们都听得十分认真
C0234.wav 与他讨论伦理问题，看法不一
C0235.wav 闻到隔壁传来油炸食品的香味
C0236.wav 洛阳河边微风轻拂带来惬意
C0237.wav 这件事得好好谋划一下解决办法
C0238.wav 情况紧急，时间紧迫，他迫不得已加快脚步
C0239.wav 打好基础有利于后续发展进步
C0240.wav 按时参加培训，提升自身技能
C0241.wav 这件事先不讨论，私下会处理妥当
C0242.wav 假期准备去拜访多年未见的朋友，聊聊彼此的近况
C0243.wav 合理控制欲望，在生活中保持清醒
C0244.wav 披萨味道不错，经常买来吃。
C0245.wav 那家公司去年赚了好几个亿
C0246.wav 请保姆照顾老人小孩做家务
C0247.wav 在公园看到一棵杨树，叶子随风摇曳，特别好看
C0248.wav 昨晚躺在在床上翻来覆去睡不着
C0249.wav 请勿侵犯他人合法权益范围
C0250.wav 兄台今日来这里有何事相商
C0251.wav 刚买了一套新衣服，准备周末出去玩的时候穿
C0252.wav 去市场进货，和商家谈了半天今年的贸易情况，真不容易
C0253.wav 去仓库拿工具，准备把家里的坏椅子修理一下
C0254.wav 这道菜味道好吃，尤其是里面的虾仁
C0255.wav 这款手机很畅销，才上架几天就售罄了，好多人在问还有没有。
C0256.wav 哲学是一门指引生活前行方向的学问
C0257.wav 翻了几页书感觉还挺有意思
C0258.wav 听到这个好消息，他精神振奋，满脸笑容
C0259.wav 新染的头发颜色太夸张，走在路上好多人都盯着看
C0260.wav 遇到问题别不知所措，想一些措施来解决
C0261.wav 这次小组活动，我们几个同学结成同盟，共同完成任务
C0262.wav 此地乃绝佳的赏景处
C0263.wav 苹果真甜，咬一口感觉嘴里一丁点酸味都没有
C0264.wav 老赵帮忙把这东西递一下
C0265.wav 麦田里那片金黄的麦穗真好看
C0266.wav 蒋老师帮忙解答一下这道难题
C0267.wav 违反规定的事不能干
C0268.wav 去银行办理了一笔外汇业务
C0269.wav 这房子的瓦看起来质地还不错
C0270.wav 莱茵河位于欧洲，宛如一条灵动纽带，串联起沿途的美景
C0271.wav 帮忙把这份文件快速翻译一下
C0272.wav 我家距离车站不远，走几分钟就能到，出行很方便
C0273.wav 行侠仗义，江湖事快意恩仇
C0274.wav 买了份韩式炸鸡准备当晚餐
C0275.wav 欠人情如欠债，得想办法偿还
C0276.wav 他做事一贯如此，已经习惯了
C0277.wav 儿童公园里，小朋友们玩的很开心
C0278.wav 抽奖活动中奖概率不晓得高不高
C0279.wav 介绍这个地方好玩的特色景点
C0280.wav 及时获取最新资讯很重要
C0281.wav 这期杂志比上次期刊内容更丰富
C0282.wav 丈量这片土地究竟有多大
C0283.wav 奴役别人这种行为是不道德且违背人权的
C0284.wav 在蛋糕店买的沙琪玛超美味
C0285.wav 这想法真妙，值得深入探讨
C0286.wav 咱们一起逛街买些喜欢的东西
C0287.wav 家里有喜事，大家一起举杯庆祝
C0288.wav 天气多变要注意，别一不小心就染上疾病
C0289.wav 服装店的衣服不仅款式好看，价格还特别便宜
C0290.wav 艾条不仅可以用来艾灸，驱蚊效果也不错
C0291.wav 仇恨只会蒙蔽双眼
C0292.wav 圆形体育馆的直径超过一百五十米
C0293.wav 捕捉到一只蝴蝶，色彩很斑斓
C0294.wav 泛着柔光的湖面很是漂亮
C0295.wav 祥瑞笼罩家门，每天都有好心情
C0296.wav 洪水过后，四处一片狼藉景象
C0297.wav 天津煎饼味道好吃，让人念念不忘。
C0298.wav 生活莫嫌贫，知足心自安
C0299.wav 只有在党的领导下，我们才能团结一心安邦定国谋发展
C0300.wav 赖床导致上班差点迟到
C0301.wav 湖边有艘游艇可供租赁游玩
C0302.wav 扔掉这些废品东西,别占地方
C0303.wav 领导签署文件后，活动才能展开部署
C0304.wav 奉命行事，将事情处理妥当
C0305.wav 山下发现一处露天矿源，矿石品质很不错
C0306.wav 秦朝是古代中国的第一个封建王朝
C0307.wav 士兵手持盾牌防御，缓步前进
C0308.wav 干活不嫌累，莫要把人当奴隶使用
C0309.wav 超市里大家都在抢购特价商品
C0310.wav 菲律宾位于热带地区，自然风光美不胜收，吸引众多游客前往。
C0311.wav 这次旅游综合体验超棒，各种美景美食让人流连忘返。
C0312.wav 夏天到了，池塘里的荷花开得正艳，真漂亮！
C0313.wav 这朵花的花蒂很特别，看起来比其他的更结实。
C0314.wav 鱼塘养殖的鱼很肥美，品质不错
C0315.wav 虽然有矛盾和分歧，但大家都在寻找更好的解决办法
C0316.wav 霍先生今天精神饱满，积极投入工作，状态超棒
C0317.wav 饭菜没吃完，还剩余一些没倒掉
C0318.wav 运动健将们在赛场上奋力拼搏，期待他们凯旋归来
C0319.wav 公园那片盛开的郁金香，真让人赏心悦目
C0320.wav 洗衣液留香持久，洗完的衣服味道好闻
C0321.wav 新郎新娘真是郎才女貌，又是一对好姻缘。
C0322.wav 经过一番努力调查，事件的真相终于浮出水面
C0323.wav 谈恋爱期间，我们每天都有说不完的事
C0324.wav 那突然蹿出的猫把我吓了一跳，心砰砰直跳了好半天。
C0325.wav 每次遇到困难，他的鼓励都像暖阳，让我充满前行的力量。
C0326.wav 警方迅速展开侦查，最终成功破获案件，群众纷纷点赞
C0327.wav 崇尚自然，享受简单生活乐趣
C0328.wav 邻居家装修太吵，打扰得我这几天晚上都睡不好觉。
C0329.wav 遵守宪法是每个公民的责任，要时刻牢记
C0330.wav 随着发展加快，房价呈现明显的上涨趋势
C0331.wav 乔迁新居后生活挺不错的
C0332.wav 及时排查消除威胁和隐患，为生活筑牢安全防线
C0333.wav 搭箭拉弓，射向那远处目标
C0334.wav 溅了一脚泥，回家得赶紧清洗
C0335.wav 彭师傅做的菜特别香，每次吃都让人赞不绝口。
C0336.wav 别总想着去骗人，耍那些心眼，坦诚相待才是相处该有的样子
C0337.wav 凤凰是传说中的祥瑞，能带来好运
C0338.wav 多亏媒人牵线，让他们顺利地走到一起
C0339.wav 小猫看到逗猫棒，兴奋地扑过来。
C0340.wav 他严肃地叮嘱我，这件事一定要认真对待，不可马虎。
C0342.wav 手帕轻轻擦拭额头上的汗珠
C0343.wav 这届运动会的开幕式真是精彩
C0344.wav 桑树下有只小猫在慵懒地晒太阳
C0345.wav 找了半天，也没发现小猫的踪迹，心里很着急
C0346.wav 这家宾馆的氛围很温馨
C0347.wav 他小心眼，就爱记仇，一点小事能念叨好久
C0348.wav 他最近行为有点邪乎，老是神神秘秘的。
C0349.wav 我拟定了一份周末出行计划，要准备相关物品
C0350.wav 他轻轻弹奏那把吉他
C0351.wav 保安每日一次巡逻，保障小区平安
C0352.wav 买了些水果，其中贡梨很不错
C0353.wav 这人做事简直疯狂得没有原则
C0354.wav 截一段绳子用来捆绑物品
C0355.wav 在宫殿般豪华的展厅里参观展览
C0356.wav 昨晚熬夜追剧太晚，今早起来脑袋昏沉沉的，好难受。
C0357.wav 朋友总熬夜玩手机游戏，我劝他别老这么熬夜，身体吃不消
C0358.wav 每天都勤快点打扫房间，才能始终保持整洁舒适
C0359.wav 戒烟戒酒有益生活健康
C0360.wav 驾驶汽车途中要注意观察交通标识
C0361.wav 超市的曹老板推荐的洗衣液，用起来清洁效果蛮不错
C0362.wav 他俩兄弟一见面就有说有笑，看起来关系特别好。
C0363.wav 孟师傅做的菜太香啦，我吃了两大碗米饭
C0364.wav 昨天的豆腐闻起来有点怪，好像有点腐臭味
C0365.wav 践行诺言，把事情计划认真做好
C0366.wav 牧场中牛羊在悠然地吃草
C0367.wav 买了些牲口才够家里吃用
C0368.wav 佳节时分美景令人心醉神迷
C0369.wav 风吹娜影动，花绽香自来
C0370.wav 栀子花的阵阵清新花香芬芳迷人
C0371.wav 空腹不宜进行剧烈的运动
C0372.wav 出门太急，不小心摔跤，膝盖都跌红了一块
C0373.wav 号脉能知晓身体大致状况
C0374.wav 平坦的柏油路延伸至远方
C0375.wav 因事入狱后他彻底变了个人
C0377.wav 看到那只受伤的流浪猫，真让人忍不住心生怜悯
C0378.wav 面对不同的选择，难免心生疑惑
C0379.wav 刚买的陶瓷罐超漂亮，用来插花摆在客厅
C0380.wav 丛林中遇到野兽，心中一阵惊恐
C0381.wav 去银行办理房贷需要注意很多事情
C0382.wav 新开的店铺生意昌隆，人多得很
C0383.wav 他慢慢叙说今天碰到的趣事，大家都听得津津有味
C0384.wav 邓老师的课讲得十分精彩
C0385.wav 爷爷生日那天，大家一起祝他福如东海，寿比南山
C0386.wav 我着急询问老板假期安排，他说等通知
C0387.wav 财物要妥善保管，小心别被盗走
C0388.wav 今天的晚霞特别美，太阳的光辉把天空染成了橙红色
C0389.wav 这件事实在太难办，我真是满心无奈
C0390.wav 宫廷剧里看到的场景，和咱们的现实生活大不相同。
C0391.wav 周末打算去澳门旅游，感受别样的风情
C0392.wav 董老师表扬我作业完成得好
C0393.wav 这片竹林很幽静，我常来这里享受片刻的清幽时光。
C0394.wav 清泉流淌，滋润一方天地
C0395.wav 这片区域归他管辖，任何小事都得经过他的同意才能办。
C0396.wav 魏晋南北朝虽乱，却也有别样风骨与奋进之光
C0397.wav 明天去邮政局邮寄点家乡特产给朋友
C0398.wav 他吃坏了肚子，刚跑到厕所就开始不停地吐起来。
C0399.wav 鉴此情况，迅速做相应调整措施
C0400.wav 这台清洁器械用着真顺手，几下就把地面打扫得干干净净
C0401.wav 搬来一把椅子，放在客厅角落
C0402.wav 这孩子真聪敏，老师讲的知识一听就懂，作业完成得又快又好。
C0403.wav 这次比赛他锋芒毕露，一路过关斩将，成绩相当出色。
C0404.wav 获得这项荣誉佳绩，他实至名归
C0405.wav 为这事筹钱，还真费了一番周折
C0406.wav 在静谧的林荫小道上牵手漫步
C0407.wav 沈阳是辽宁的省会
C0408.wav 这间阁间布置得很典雅，别具韵味
C0409.wav 每次争论到最后都难免受委屈
C0410.wav 遵循宗旨行事，错不了
C0411.wav 他轻轻挽起袖子，露出结实的手臂，准备大干一场。
C0412.wav 敲锣打鼓容易打草惊蛇
C0413.wav 听说你升职啦，贺喜贺喜！要好好聚聚庆祝下。
C0414.wav 秋风瑟瑟，她裹紧外套，快步走在那条熟悉的小路上。
C0415.wav 戈壁滩上风光别样，引人观赏
C0416.wav 今天拉了五吨货物去市场卖
C0417.wav 仲春时节，花开正艳，景色宜人
C0418.wav 暗中实施计划，引诱他上钩
C0419.wav 他像饿狼觅食一般扑向那盘红烧肉
C0420.wav 卢老师今天穿了件新衣服，看起来特别精神，同学们都夸好看。
C0421.wav 吕老师教数学超厉害
C0422.wav 玄之又玄的事情时有发生
C0423.wav 冯师傅今天做的菜太香啦，大家都吃得特别满足。
C0424.wav 轻轻抚摸小猫的毛，小猫舒服地眯起了眼睛。
C0425.wav 年轻人创业，不晓得行业的深浅
C0426.wav 岂料事情发展如此出乎意料
C0427.wav 峡湾地貌是罕见的壮美景观
C0428.wav 玩游戏真消耗时间和精力
C0429.wav 买点新鲜蘑菇回家煮菌菇汤
C0430.wav 这次交易怕是要赔本
C0431.wav 生活追求纯粹，事事都尽心
C0432.wav 扁担挑重物，步伐要稳健前行
C0433.wav 熊孩子调皮捣蛋惹麻烦不断
C0434.wav 课本赋予我们知识，让我们在成长路上快速获得经验
C0435.wav 袁老师讲的课讲得生动有趣，同学们都听得津津有味。
C0436.wav 侯老师讲的课生动有趣，同学们都听得津津有味。
C0437.wav 养猪场里猪正在吃食
C0438.wav 言行需谨慎，举止莫轻狂
C0439.wav 渔夫清早就出海捕鱼
C0440.wav 这块磁铁吸力还挺强。
C0441.wav 买了些铜质工艺品准备装饰家里
C0442.wav 早晚认真刷牙，做好牙齿保养很重要
C0443.wav 他凭借房产抵押获得的资金，开启创业
C0444.wav 阴森氛围让人感觉很恐怖
C0445.wav 他做出了背叛朋友的行为。
C0446.wav 派遣人员去取遗落在那的东西
C0447.wav 昨晚同学聚会酒喝多了，现在还有点醉醺醺的，脑袋晕乎乎的。
C0448.wav 把那份重要文件放在档案袋里，送给领导。
C0449.wav 他在那个岗位上站了好久，认真指挥车辆有序通行。
C0450.wav 癌症是很可怕的病，我们要注意健康，定期做检查。
C0451.wav 用肥沃的土壤种花，植物的长势会更好
C0452.wav 爷爷拿着斧头去山上砍伐些枯树枝，准备用来烧火做饭。
C0453.wav 为了救被困的儿童，消防员毫不犹豫地冲进火海，做出了巨大牺牲。
C0454.wav 歼击机翱翔天际划破长空
C0455.wav 今天店里太忙，我打算雇个临时工来帮忙应付这几天的生意。
C0456.wav 做人就得讲廉洁，不该拿的坚决不拿，心里踏实。
C0457.wav 签契约合同得注意各项细节条款
C0458.wav 他这次犯错必须得好好惩戒一番，不然以后更难管教
C0459.wav 差点被车撞，真是在鬼门关走了一遭，劫后余生
C0460.wav 走路疲累，找个地方歇一下，再继续出发
C0461.wav 喝牛奶有益健康，牛乳营养丰富
C0462.wav 陪娃做游戏
C0463.wav 每月按时去缴水电费、燃气费
